customer_id,gender,age_group,region,product_category,purchase_channel,platform,customer_rating,review_text,sentiment,response_time_hours,issue_resolved,complaint_registered
12219,other,46-60,east,automobile,online,paytm mall,1,customer service was unhelpful.,negative,27,yes,yes
12220,female,60+,north,automobile,online,ajio,4,very satisfied with the quality.,positive,44,yes,no
12221,female,60+,south,electronics,online,snapdeal,2,customer service was unhelpful.,negative,44,yes,yes
12222,male,36-45,central,electronics,online,swiggy instamart,3,average experience overall.,neutral,13,yes,no
12223,female,26-35,north,travel,online,others,2,product stopped working after few days.,negative,50,no,yes
12224,female,46-60,north,books,online,flipkart,2,not worth the price.,negative,39,yes,yes
12225,female,36-45,south,books,online,ajio,1,product stopped working after few days.,negative,24,yes,yes
12226,male,36-45,central,automobile,online,paytm mall,1,customer service was unhelpful.,negative,2,yes,yes
12227,male,46-60,central,groceries,online,amazon,5,excellent product! exceeded expectations.,positive,71,no,no
12228,other,60+,west,home & kitchen,online,croma,5,very satisfied with the quality.,positive,41,yes,no
12229,female,18-25,west,home & kitchen,online,reliance digital,4,very satisfied with the quality.,positive,24,yes,no
12230,female,36-45,central,beauty,online,amazon,4,fast delivery and great packaging.,positive,22,yes,no
12231,male,46-60,south,electronics,online,meesho,5,"amazing experience, highly recommend!",positive,25,yes,no
12232,other,26-35,east,travel,online,snapdeal,1,product stopped working after few days.,negative,39,yes,yes
12233,female,26-35,north,travel,online,nykaa,2,very disappointed with the quality.,negative,67,no,yes
12234,female,18-25,east,electronics,online,facebook marketplace,4,excellent product! exceeded expectations.,positive,26,yes,no
12235,other,26-35,central,beauty,online,amazon,1,product stopped working after few days.,negative,59,no,yes
12236,male,36-45,north,groceries,online,nykaa,4,"amazing experience, highly recommend!",positive,32,yes,no
12237,female,60+,west,groceries,online,zepto,4,"amazing experience, highly recommend!",positive,38,yes,no
12238,other,36-45,east,groceries,online,myntra,2,very disappointed with the quality.,negative,40,yes,yes
12239,female,26-35,central,beauty,online,croma,5,great value for money.,positive,64,no,no
12240,male,60+,east,travel,online,meesho,4,very satisfied with the quality.,positive,68,no,no
12241,male,18-25,east,automobile,online,boat,4,excellent product! exceeded expectations.,positive,42,yes,no
12242,male,18-25,north,travel,online,meesho,5,fast delivery and great packaging.,positive,70,no,no
12243,female,36-45,east,home & kitchen,online,myntra,1,not worth the price.,negative,31,yes,yes
12244,female,60+,central,books,online,snapdeal,5,excellent product! exceeded expectations.,positive,44,yes,no
12245,male,26-35,north,groceries,online,nykaa,3,"delivery was fine, product is decent.",neutral,62,no,no
12246,other,18-25,north,groceries,online,facebook marketplace,1,not worth the price.,negative,10,yes,yes
12247,male,46-60,central,electronics,online,meesho,3,"product is okay, nothing special.",neutral,55,no,no
12248,female,36-45,south,travel,online,lenskart,2,not worth the price.,negative,4,yes,yes
12249,other,46-60,west,fashion,online,jiomart,3,"delivery was fine, product is decent.",neutral,5,yes,no
12250,male,26-35,west,beauty,online,myntra,1,not worth the price.,negative,71,no,yes
12251,male,18-25,east,travel,online,lenskart,1,product stopped working after few days.,negative,7,yes,yes
12252,male,26-35,east,sports,online,meesho,4,fast delivery and great packaging.,positive,45,yes,no
12253,female,36-45,west,fashion,online,snapdeal,5,great value for money.,positive,46,yes,no
12254,male,36-45,south,travel,online,amazon,3,"product is okay, nothing special.",neutral,43,yes,no
12255,other,60+,north,sports,online,facebook marketplace,2,product stopped working after few days.,negative,7,yes,yes
12256,male,26-35,central,home & kitchen,online,nykaa,4,"amazing experience, highly recommend!",positive,3,yes,no
12257,other,26-35,north,home & kitchen,online,paytm mall,2,not worth the price.,negative,2,yes,yes
12258,female,18-25,north,books,online,bigbasket,4,fast delivery and great packaging.,positive,67,no,no
12259,male,36-45,west,sports,online,shopclues,3,works fine but could be better.,neutral,54,no,no
12260,male,60+,east,groceries,online,flipkart,1,very disappointed with the quality.,negative,12,yes,yes
12261,male,60+,south,home & kitchen,online,reliance digital,4,fast delivery and great packaging.,positive,34,yes,no
12262,male,26-35,north,books,online,facebook marketplace,5,great value for money.,positive,39,yes,no
12263,male,36-45,south,groceries,online,reliance digital,4,very satisfied with the quality.,positive,28,yes,no
12264,female,46-60,north,beauty,online,swiggy instamart,3,neutral about the quality.,neutral,22,yes,no
12265,male,18-25,east,electronics,online,amazon,4,excellent product! exceeded expectations.,positive,9,yes,no
12266,other,46-60,east,home & kitchen,online,zepto,5,fast delivery and great packaging.,positive,28,yes,no
12267,male,18-25,central,books,online,zepto,3,neutral about the quality.,neutral,3,yes,no
12268,male,18-25,central,automobile,online,others,1,very disappointed with the quality.,negative,24,yes,yes
12269,male,18-25,east,travel,online,amazon,1,product stopped working after few days.,negative,50,no,yes
12270,male,60+,east,fashion,online,snapdeal,2,very disappointed with the quality.,negative,19,yes,yes
12271,other,46-60,west,beauty,online,ajio,5,"amazing experience, highly recommend!",positive,70,no,no
12272,male,46-60,south,fashion,online,amazon,3,average experience overall.,neutral,19,yes,no
12273,male,46-60,west,automobile,online,flipkart,4,great value for money.,positive,62,no,no
12274,other,46-60,north,fashion,online,meesho,5,excellent product! exceeded expectations.,positive,6,yes,no
12275,female,36-45,central,fashion,online,croma,4,"amazing experience, highly recommend!",positive,41,yes,no
12276,male,60+,central,books,online,myntra,1,late delivery and poor packaging.,negative,2,yes,yes
12277,other,18-25,central,fashion,online,flipkart,5,excellent product! exceeded expectations.,positive,33,yes,no
12278,male,36-45,south,books,online,boat,3,works fine but could be better.,neutral,29,yes,no
12279,male,46-60,west,automobile,online,nykaa,3,works fine but could be better.,neutral,7,yes,no
12280,female,60+,east,sports,online,boat,1,not worth the price.,negative,6,yes,yes
12281,other,26-35,central,fashion,online,snapdeal,3,"delivery was fine, product is decent.",neutral,51,no,no
12282,male,18-25,north,home & kitchen,online,facebook marketplace,2,very disappointed with the quality.,negative,25,yes,yes
12283,other,46-60,south,fashion,online,lenskart,2,product stopped working after few days.,negative,18,yes,yes
12284,male,18-25,north,groceries,online,facebook marketplace,4,fast delivery and great packaging.,positive,18,yes,no
12285,other,46-60,central,fashion,online,myntra,1,product stopped working after few days.,negative,35,yes,yes
12286,male,46-60,north,fashion,online,others,2,customer service was unhelpful.,negative,36,yes,yes
12287,female,46-60,north,home & kitchen,online,snapdeal,3,works fine but could be better.,neutral,56,no,no
12288,female,26-35,north,electronics,online,flipkart,2,not worth the price.,negative,45,yes,yes
12289,male,18-25,central,travel,online,facebook marketplace,3,works fine but could be better.,neutral,49,no,no
12290,female,46-60,east,books,online,amazon,4,excellent product! exceeded expectations.,positive,28,yes,no
12291,other,26-35,north,home & kitchen,online,swiggy instamart,2,product stopped working after few days.,negative,66,no,yes
12292,female,26-35,south,fashion,online,amazon,5,great value for money.,positive,33,yes,no
12293,female,18-25,east,books,online,flipkart,2,late delivery and poor packaging.,negative,59,no,yes
12294,other,26-35,central,electronics,online,reliance digital,1,not worth the price.,negative,71,no,yes
12295,other,60+,south,automobile,online,nykaa,5,great value for money.,positive,54,no,no
12296,male,60+,north,fashion,online,myntra,2,not worth the price.,negative,32,yes,yes
12297,other,26-35,west,electronics,online,nykaa,3,neutral about the quality.,neutral,69,no,no
12298,other,18-25,east,travel,online,nykaa,3,average experience overall.,neutral,30,yes,no
12299,other,18-25,north,beauty,online,meesho,4,very satisfied with the quality.,positive,5,yes,no
12300,other,18-25,east,groceries,online,nykaa,5,excellent product! exceeded expectations.,positive,41,yes,no
12301,other,18-25,east,electronics,online,jiomart,3,neutral about the quality.,neutral,40,yes,no
12302,other,46-60,south,sports,online,zepto,2,late delivery and poor packaging.,negative,3,yes,yes
12303,male,46-60,south,sports,online,snapdeal,2,product stopped working after few days.,negative,62,no,yes
12304,other,46-60,north,electronics,online,facebook marketplace,2,late delivery and poor packaging.,negative,35,yes,yes
12305,male,26-35,central,automobile,online,bigbasket,3,works fine but could be better.,neutral,60,no,no
12306,female,60+,north,beauty,online,lenskart,1,customer service was unhelpful.,negative,3,yes,yes
12307,other,18-25,east,books,online,facebook marketplace,5,very satisfied with the quality.,positive,19,yes,no
12308,male,26-35,north,automobile,online,paytm mall,2,not worth the price.,negative,20,yes,yes
12309,other,60+,central,sports,online,facebook marketplace,3,works fine but could be better.,neutral,58,no,no
12310,female,60+,south,electronics,online,tata cliq,3,average experience overall.,neutral,56,no,no
12311,male,36-45,central,fashion,online,tata cliq,1,very disappointed with the quality.,negative,4,yes,yes
12312,male,46-60,north,home & kitchen,online,reliance digital,2,not worth the price.,negative,15,yes,yes
12313,female,46-60,south,travel,online,boat,3,neutral about the quality.,neutral,14,yes,no
12314,female,60+,south,home & kitchen,online,nykaa,3,neutral about the quality.,neutral,35,yes,no
12315,female,26-35,north,beauty,online,meesho,1,product stopped working after few days.,negative,53,no,yes
12316,male,18-25,east,books,online,jiomart,2,late delivery and poor packaging.,negative,50,no,yes
12317,male,18-25,east,electronics,online,paytm mall,3,average experience overall.,neutral,6,yes,no
12318,male,26-35,east,sports,online,meesho,2,not worth the price.,negative,70,no,yes
12319,male,26-35,east,books,online,jiomart,1,very disappointed with the quality.,negative,65,no,yes
12320,other,36-45,north,books,online,others,4,"amazing experience, highly recommend!",positive,46,yes,no
12321,male,18-25,south,beauty,online,bigbasket,1,product stopped working after few days.,negative,65,no,yes
12322,other,36-45,east,groceries,online,facebook marketplace,4,excellent product! exceeded expectations.,positive,63,no,no
12323,male,46-60,west,fashion,online,paytm mall,1,late delivery and poor packaging.,negative,64,no,yes
12324,female,18-25,south,sports,online,facebook marketplace,5,"amazing experience, highly recommend!",positive,15,yes,no
12325,other,26-35,east,travel,online,bigbasket,3,"product is okay, nothing special.",neutral,46,yes,no
12326,female,36-45,central,beauty,online,myntra,3,works fine but could be better.,neutral,6,yes,no
12327,male,18-25,west,sports,online,zepto,3,neutral about the quality.,neutral,2,yes,no
12328,female,46-60,north,home & kitchen,online,shopclues,5,very satisfied with the quality.,positive,35,yes,no
12329,male,46-60,south,automobile,online,jiomart,1,customer service was unhelpful.,negative,68,no,yes
12330,other,26-35,north,groceries,online,reliance digital,2,very disappointed with the quality.,negative,41,yes,yes
12331,other,18-25,central,groceries,online,meesho,4,"amazing experience, highly recommend!",positive,67,no,no
12332,female,36-45,central,home & kitchen,online,meesho,3,neutral about the quality.,neutral,23,yes,no
12333,female,60+,east,sports,online,jiomart,3,"product is okay, nothing special.",neutral,47,yes,no
12334,female,26-35,south,electronics,online,swiggy instamart,3,average experience overall.,neutral,52,no,no
12335,other,60+,west,travel,online,boat,3,neutral about the quality.,neutral,5,yes,no
12336,female,60+,north,travel,online,others,4,fast delivery and great packaging.,positive,40,yes,no
12337,other,26-35,west,travel,online,ajio,3,works fine but could be better.,neutral,58,no,no
12338,female,36-45,central,travel,online,nykaa,2,customer service was unhelpful.,negative,42,yes,yes
12339,male,18-25,north,books,online,croma,5,very satisfied with the quality.,positive,62,no,no
12340,other,36-45,east,books,online,amazon,1,customer service was unhelpful.,negative,64,no,yes
12341,female,60+,north,groceries,online,ajio,5,"amazing experience, highly recommend!",positive,71,no,no
12342,other,60+,west,fashion,online,tata cliq,3,"product is okay, nothing special.",neutral,12,yes,no
12343,female,18-25,west,electronics,online,amazon,3,neutral about the quality.,neutral,46,yes,no
12344,female,46-60,north,electronics,online,reliance digital,4,very satisfied with the quality.,positive,24,yes,no
12345,female,18-25,central,automobile,online,tata cliq,5,great value for money.,positive,13,yes,no
12346,female,26-35,south,fashion,online,facebook marketplace,4,great value for money.,positive,54,no,no
12347,other,60+,east,fashion,online,tata cliq,1,very disappointed with the quality.,negative,69,no,yes
12348,female,46-60,south,books,online,amazon,4,great value for money.,positive,36,yes,no
12349,other,26-35,central,fashion,online,snapdeal,4,very satisfied with the quality.,positive,24,yes,no
12350,female,60+,west,fashion,online,nykaa,4,"amazing experience, highly recommend!",positive,63,no,no
12351,male,46-60,central,beauty,online,boat,2,late delivery and poor packaging.,negative,2,yes,yes
12352,other,18-25,south,home & kitchen,online,swiggy instamart,1,customer service was unhelpful.,negative,12,yes,yes
12353,female,18-25,east,electronics,online,jiomart,1,customer service was unhelpful.,negative,46,yes,yes
12354,other,46-60,east,automobile,online,myntra,4,very satisfied with the quality.,positive,33,yes,no
12355,female,60+,south,beauty,online,tata cliq,5,fast delivery and great packaging.,positive,1,yes,no
12356,female,18-25,central,beauty,online,boat,3,works fine but could be better.,neutral,55,no,no
12357,other,36-45,central,home & kitchen,online,swiggy instamart,5,excellent product! exceeded expectations.,positive,60,no,no
12358,female,60+,central,sports,online,zepto,1,customer service was unhelpful.,negative,45,yes,yes
12359,other,60+,east,sports,online,jiomart,5,fast delivery and great packaging.,positive,51,no,no
12360,female,46-60,north,sports,online,snapdeal,2,not worth the price.,negative,11,yes,yes
12361,male,60+,north,travel,online,others,2,not worth the price.,negative,9,yes,yes
12362,male,60+,east,sports,online,reliance digital,2,late delivery and poor packaging.,negative,50,no,yes
12363,other,60+,central,travel,online,snapdeal,2,very disappointed with the quality.,negative,28,yes,yes
12364,female,46-60,west,books,online,lenskart,1,very disappointed with the quality.,negative,39,yes,yes
12365,female,60+,west,electronics,online,shopclues,3,"product is okay, nothing special.",neutral,61,no,no
12366,other,18-25,west,fashion,online,others,1,product stopped working after few days.,negative,70,no,yes
12367,female,18-25,central,automobile,online,reliance digital,1,customer service was unhelpful.,negative,4,yes,yes
12368,female,36-45,central,fashion,online,paytm mall,5,"amazing experience, highly recommend!",positive,46,yes,no
12369,other,46-60,south,automobile,online,ajio,1,late delivery and poor packaging.,negative,64,no,yes
12370,male,60+,west,groceries,online,meesho,3,"delivery was fine, product is decent.",neutral,23,yes,no
12371,male,46-60,south,home & kitchen,online,boat,3,"product is okay, nothing special.",neutral,40,yes,no
12372,other,26-35,west,beauty,online,amazon,3,average experience overall.,neutral,39,yes,no
12373,male,60+,north,home & kitchen,online,others,3,"product is okay, nothing special.",neutral,54,no,no
12374,other,18-25,north,beauty,online,snapdeal,5,fast delivery and great packaging.,positive,10,yes,no
12375,male,18-25,north,automobile,online,shopclues,2,not worth the price.,negative,28,yes,yes
12376,male,46-60,east,beauty,online,ajio,2,not worth the price.,negative,54,no,yes
12377,other,60+,central,travel,online,snapdeal,1,customer service was unhelpful.,negative,33,yes,yes
12378,female,36-45,east,beauty,online,meesho,2,customer service was unhelpful.,negative,61,no,yes
12379,other,18-25,east,books,online,zepto,5,very satisfied with the quality.,positive,20,yes,no
12380,female,18-25,west,beauty,online,shopclues,2,very disappointed with the quality.,negative,42,yes,yes
12381,male,60+,central,books,online,ajio,1,very disappointed with the quality.,negative,65,no,yes
12382,other,26-35,east,travel,online,swiggy instamart,1,not worth the price.,negative,41,yes,yes
12383,male,46-60,west,books,online,tata cliq,5,very satisfied with the quality.,positive,51,no,no
12384,male,26-35,east,electronics,online,croma,1,not worth the price.,negative,8,yes,yes
12385,other,26-35,central,fashion,online,tata cliq,2,customer service was unhelpful.,negative,18,yes,yes
12386,male,46-60,east,travel,online,lenskart,5,"amazing experience, highly recommend!",positive,13,yes,no
12387,female,46-60,central,books,online,croma,5,very satisfied with the quality.,positive,59,no,no
12388,female,36-45,central,sports,online,meesho,3,neutral about the quality.,neutral,69,no,no
12389,other,36-45,central,sports,online,flipkart,2,customer service was unhelpful.,negative,71,no,yes
12390,male,36-45,south,electronics,online,paytm mall,3,"delivery was fine, product is decent.",neutral,29,yes,no
12391,male,36-45,south,beauty,online,snapdeal,5,"amazing experience, highly recommend!",positive,17,yes,no
12392,female,60+,west,electronics,online,amazon,2,very disappointed with the quality.,negative,56,no,yes
12393,female,46-60,central,sports,online,boat,4,great value for money.,positive,28,yes,no
12394,other,26-35,west,sports,online,paytm mall,3,neutral about the quality.,neutral,64,no,no
12395,female,26-35,west,sports,online,meesho,4,fast delivery and great packaging.,positive,19,yes,no
12396,male,46-60,east,automobile,online,others,4,excellent product! exceeded expectations.,positive,7,yes,no
12397,other,46-60,central,travel,online,lenskart,3,"delivery was fine, product is decent.",neutral,19,yes,no
12398,female,26-35,east,beauty,online,boat,3,"delivery was fine, product is decent.",neutral,64,no,no
12399,other,60+,west,books,online,snapdeal,5,excellent product! exceeded expectations.,positive,22,yes,no
12400,other,36-45,east,beauty,online,shopclues,2,product stopped working after few days.,negative,13,yes,yes
12401,male,26-35,central,automobile,online,lenskart,4,fast delivery and great packaging.,positive,45,yes,no
12402,female,36-45,west,home & kitchen,online,flipkart,2,not worth the price.,negative,55,no,yes
12403,female,18-25,central,groceries,online,tata cliq,4,"amazing experience, highly recommend!",positive,37,yes,no
12404,female,46-60,north,sports,online,lenskart,2,not worth the price.,negative,20,yes,yes
12405,male,60+,south,travel,online,myntra,3,"product is okay, nothing special.",neutral,65,no,no
12406,female,60+,central,travel,online,nykaa,3,works fine but could be better.,neutral,61,no,no
12407,female,36-45,north,home & kitchen,online,facebook marketplace,1,customer service was unhelpful.,negative,44,yes,yes
12408,male,26-35,west,groceries,online,snapdeal,1,very disappointed with the quality.,negative,33,yes,yes
12409,male,36-45,west,electronics,online,paytm mall,2,very disappointed with the quality.,negative,58,no,yes
12410,male,18-25,south,automobile,online,ajio,1,customer service was unhelpful.,negative,33,yes,yes
12411,other,46-60,north,electronics,online,croma,2,customer service was unhelpful.,negative,43,yes,yes
12412,other,36-45,north,electronics,online,snapdeal,3,works fine but could be better.,neutral,42,yes,no
12413,female,18-25,central,automobile,online,swiggy instamart,2,late delivery and poor packaging.,negative,38,yes,yes
12414,female,36-45,north,beauty,online,shopclues,5,"amazing experience, highly recommend!",positive,61,no,no
12415,male,46-60,west,fashion,online,swiggy instamart,3,"delivery was fine, product is decent.",neutral,30,yes,no
12416,male,26-35,north,automobile,online,facebook marketplace,2,not worth the price.,negative,22,yes,yes
12417,other,36-45,south,automobile,online,lenskart,1,customer service was unhelpful.,negative,36,yes,yes
12418,male,60+,north,books,online,jiomart,1,customer service was unhelpful.,negative,70,no,yes
12419,male,46-60,west,books,online,myntra,5,great value for money.,positive,35,yes,no
12420,other,46-60,north,beauty,online,paytm mall,4,excellent product! exceeded expectations.,positive,60,no,no
12421,female,36-45,west,travel,online,flipkart,5,excellent product! exceeded expectations.,positive,63,no,no
12422,male,36-45,central,sports,online,others,1,not worth the price.,negative,28,yes,yes
12423,female,36-45,west,automobile,online,lenskart,2,product stopped working after few days.,negative,38,yes,yes
12424,other,36-45,west,fashion,online,bigbasket,2,not worth the price.,negative,2,yes,yes
12425,female,18-25,central,beauty,online,bigbasket,1,late delivery and poor packaging.,negative,29,yes,yes
12426,female,18-25,central,home & kitchen,online,bigbasket,3,average experience overall.,neutral,13,yes,no
12427,female,60+,west,books,online,ajio,5,very satisfied with the quality.,positive,9,yes,no
12428,female,36-45,east,automobile,online,amazon,4,very satisfied with the quality.,positive,40,yes,no
12429,other,36-45,south,automobile,online,others,2,product stopped working after few days.,negative,45,yes,yes
12430,male,36-45,west,automobile,online,croma,4,very satisfied with the quality.,positive,59,no,no
12431,male,36-45,north,sports,online,paytm mall,2,very disappointed with the quality.,negative,41,yes,yes
12432,male,60+,central,electronics,online,lenskart,3,"delivery was fine, product is decent.",neutral,67,no,no
12433,female,36-45,central,home & kitchen,online,others,4,very satisfied with the quality.,positive,17,yes,no
12434,female,36-45,south,travel,online,bigbasket,5,excellent product! exceeded expectations.,positive,28,yes,no
12435,female,36-45,west,automobile,online,paytm mall,4,"amazing experience, highly recommend!",positive,64,no,no
12436,other,18-25,west,travel,online,paytm mall,2,not worth the price.,negative,3,yes,yes
12437,female,18-25,central,electronics,online,flipkart,2,customer service was unhelpful.,negative,49,no,yes
12438,male,18-25,central,fashion,online,tata cliq,3,works fine but could be better.,neutral,51,no,no
12439,female,26-35,west,sports,online,ajio,5,fast delivery and great packaging.,positive,22,yes,no
12440,female,18-25,central,electronics,online,boat,2,very disappointed with the quality.,negative,23,yes,yes
12441,female,26-35,south,electronics,online,tata cliq,3,"product is okay, nothing special.",neutral,39,yes,no
12442,female,60+,east,groceries,online,meesho,4,very satisfied with the quality.,positive,43,yes,no
12443,other,26-35,north,automobile,online,bigbasket,3,"product is okay, nothing special.",neutral,10,yes,no
12444,male,46-60,central,travel,online,lenskart,3,average experience overall.,neutral,29,yes,no
12445,male,26-35,south,travel,online,nykaa,2,not worth the price.,negative,59,no,yes
12446,female,60+,east,groceries,online,snapdeal,5,excellent product! exceeded expectations.,positive,45,yes,no
12447,male,46-60,north,automobile,online,flipkart,5,very satisfied with the quality.,positive,10,yes,no
12448,male,60+,south,home & kitchen,online,ajio,5,great value for money.,positive,18,yes,no
12449,female,26-35,west,automobile,online,myntra,1,very disappointed with the quality.,negative,3,yes,yes
12450,female,18-25,south,travel,online,meesho,2,very disappointed with the quality.,negative,12,yes,yes
12451,female,26-35,east,sports,online,paytm mall,2,very disappointed with the quality.,negative,5,yes,yes
12452,male,46-60,east,fashion,online,amazon,1,not worth the price.,negative,13,yes,yes
12453,other,46-60,west,home & kitchen,online,facebook marketplace,3,works fine but could be better.,neutral,56,no,no
12454,female,46-60,south,travel,online,zepto,3,neutral about the quality.,neutral,66,no,no
12455,male,60+,east,books,online,snapdeal,4,very satisfied with the quality.,positive,65,no,no
12456,male,26-35,north,books,online,myntra,2,customer service was unhelpful.,negative,62,no,yes
12457,male,36-45,east,electronics,online,bigbasket,3,average experience overall.,neutral,2,yes,no
12458,female,36-45,north,groceries,online,zepto,2,customer service was unhelpful.,negative,61,no,yes
12459,female,18-25,west,beauty,online,boat,1,very disappointed with the quality.,negative,47,yes,yes
12460,female,46-60,central,books,online,amazon,3,average experience overall.,neutral,44,yes,no
12461,female,18-25,east,electronics,online,tata cliq,2,late delivery and poor packaging.,negative,7,yes,yes
12462,other,60+,central,automobile,online,croma,5,great value for money.,positive,30,yes,no
12463,other,18-25,south,sports,online,myntra,3,average experience overall.,neutral,21,yes,no
12464,female,18-25,central,sports,online,nykaa,4,excellent product! exceeded expectations.,positive,16,yes,no
12465,other,18-25,east,books,online,boat,2,very disappointed with the quality.,negative,46,yes,yes
12466,other,60+,east,books,online,boat,3,neutral about the quality.,neutral,47,yes,no
12467,other,60+,east,automobile,online,ajio,2,late delivery and poor packaging.,negative,9,yes,yes
12468,male,60+,central,beauty,online,flipkart,4,great value for money.,positive,23,yes,no
12469,female,60+,west,travel,online,lenskart,5,very satisfied with the quality.,positive,37,yes,no
12470,female,60+,east,books,online,swiggy instamart,2,product stopped working after few days.,negative,43,yes,yes
12471,male,36-45,west,home & kitchen,online,zepto,3,"delivery was fine, product is decent.",neutral,18,yes,no
12472,male,18-25,east,books,online,zepto,3,average experience overall.,neutral,26,yes,no
12473,female,36-45,central,sports,online,ajio,2,product stopped working after few days.,negative,28,yes,yes
12474,female,26-35,east,travel,online,bigbasket,1,not worth the price.,negative,1,yes,yes
12475,other,26-35,central,groceries,online,amazon,4,great value for money.,positive,50,no,no
12476,other,46-60,south,books,online,meesho,1,late delivery and poor packaging.,negative,45,yes,yes
12477,male,18-25,east,home & kitchen,online,bigbasket,1,very disappointed with the quality.,negative,62,no,yes
12478,other,26-35,west,travel,online,ajio,1,late delivery and poor packaging.,negative,71,no,yes
12479,female,26-35,east,fashion,online,swiggy instamart,3,"product is okay, nothing special.",neutral,50,no,no
12480,female,18-25,east,fashion,online,ajio,4,very satisfied with the quality.,positive,34,yes,no
12481,other,46-60,north,travel,online,snapdeal,5,fast delivery and great packaging.,positive,10,yes,no
12482,female,46-60,central,home & kitchen,online,zepto,5,very satisfied with the quality.,positive,11,yes,no
12483,male,36-45,south,beauty,online,tata cliq,5,excellent product! exceeded expectations.,positive,8,yes,no
12484,male,18-25,north,beauty,online,bigbasket,4,great value for money.,positive,54,no,no
12485,female,46-60,central,books,online,others,3,average experience overall.,neutral,32,yes,no
12486,male,36-45,north,home & kitchen,online,croma,1,late delivery and poor packaging.,negative,36,yes,yes
12487,male,26-35,west,groceries,online,nykaa,3,neutral about the quality.,neutral,60,no,no
12488,other,60+,south,travel,online,tata cliq,4,excellent product! exceeded expectations.,positive,51,no,no
12489,male,60+,west,travel,online,paytm mall,4,great value for money.,positive,39,yes,no
12490,male,36-45,south,fashion,online,bigbasket,2,product stopped working after few days.,negative,63,no,yes
12491,female,36-45,west,beauty,online,myntra,2,very disappointed with the quality.,negative,44,yes,yes
12492,male,60+,central,beauty,online,flipkart,5,very satisfied with the quality.,positive,20,yes,no
12493,male,18-25,east,beauty,online,croma,5,very satisfied with the quality.,positive,60,no,no
12494,other,36-45,east,beauty,online,boat,4,"amazing experience, highly recommend!",positive,19,yes,no
12495,female,36-45,west,electronics,online,tata cliq,2,customer service was unhelpful.,negative,1,yes,yes
12496,other,26-35,south,books,online,flipkart,2,late delivery and poor packaging.,negative,34,yes,yes
12497,female,26-35,east,home & kitchen,online,facebook marketplace,3,average experience overall.,neutral,59,no,no
12498,female,18-25,west,home & kitchen,online,zepto,3,neutral about the quality.,neutral,7,yes,no
12499,male,26-35,north,books,online,reliance digital,4,great value for money.,positive,60,no,no
12500,female,26-35,east,travel,online,croma,4,very satisfied with the quality.,positive,8,yes,no
12501,male,60+,east,travel,online,snapdeal,1,customer service was unhelpful.,negative,57,no,yes
12502,other,26-35,south,home & kitchen,online,facebook marketplace,5,excellent product! exceeded expectations.,positive,37,yes,no
12503,male,18-25,east,automobile,online,lenskart,3,average experience overall.,neutral,39,yes,no
12504,male,60+,south,fashion,online,others,2,very disappointed with the quality.,negative,29,yes,yes
12505,female,26-35,east,groceries,online,myntra,3,neutral about the quality.,neutral,59,no,no
12506,female,60+,south,home & kitchen,online,swiggy instamart,4,"amazing experience, highly recommend!",positive,29,yes,no
12507,male,18-25,central,home & kitchen,online,facebook marketplace,2,product stopped working after few days.,negative,41,yes,yes
12508,female,18-25,west,books,online,tata cliq,4,excellent product! exceeded expectations.,positive,46,yes,no
12509,male,60+,west,books,online,jiomart,4,"amazing experience, highly recommend!",positive,10,yes,no
12510,other,18-25,central,fashion,online,zepto,2,very disappointed with the quality.,negative,67,no,yes
12511,female,18-25,north,groceries,online,facebook marketplace,3,average experience overall.,neutral,15,yes,no
12512,other,46-60,south,electronics,online,facebook marketplace,2,product stopped working after few days.,negative,67,no,yes
12513,other,26-35,north,books,online,boat,4,great value for money.,positive,47,yes,no
12514,female,36-45,west,home & kitchen,online,bigbasket,2,not worth the price.,negative,29,yes,yes
12515,other,36-45,south,sports,online,meesho,2,product stopped working after few days.,negative,65,no,yes
12516,male,26-35,west,beauty,online,bigbasket,1,very disappointed with the quality.,negative,47,yes,yes
12517,other,36-45,central,fashion,online,tata cliq,2,not worth the price.,negative,35,yes,yes
12518,female,26-35,south,groceries,online,reliance digital,2,product stopped working after few days.,negative,29,yes,yes
12519,other,26-35,south,fashion,online,paytm mall,2,product stopped working after few days.,negative,14,yes,yes
12520,male,26-35,east,fashion,online,boat,1,late delivery and poor packaging.,negative,53,no,yes
12521,male,18-25,east,books,online,boat,4,excellent product! exceeded expectations.,positive,26,yes,no
12522,other,36-45,south,groceries,online,ajio,2,not worth the price.,negative,36,yes,yes
12523,female,36-45,south,beauty,online,flipkart,2,late delivery and poor packaging.,negative,1,yes,yes
12524,male,18-25,south,automobile,online,snapdeal,2,customer service was unhelpful.,negative,9,yes,yes
12525,female,36-45,east,books,online,paytm mall,5,excellent product! exceeded expectations.,positive,9,yes,no
12526,male,46-60,east,groceries,online,lenskart,3,"product is okay, nothing special.",neutral,39,yes,no
12527,female,18-25,east,books,online,others,5,excellent product! exceeded expectations.,positive,37,yes,no
12528,other,26-35,south,sports,online,meesho,3,"delivery was fine, product is decent.",neutral,71,no,no
12529,other,60+,west,electronics,online,swiggy instamart,4,fast delivery and great packaging.,positive,24,yes,no
12530,female,36-45,east,travel,online,swiggy instamart,2,not worth the price.,negative,20,yes,yes
12531,female,18-25,south,home & kitchen,online,flipkart,3,"delivery was fine, product is decent.",neutral,37,yes,no
